Gene,log2FoldChange,padj
FNDC10,2.11979668,1.33292182409855e-42
BRMS1,1.158122596,1.33581259956834e-42
PDE1A,-1.717738637,1.33752355324666e-42
TMEM178A,-2.694830487,1.42672116498962e-42
ADPGK,0.580901441,1.4685265076833e-42
SLC10A6,-2.084624687,1.47433246514025e-42
PRMT1,1.064233601,1.47616700615982e-42
EFTUD2,0.679973998,1.50369022320557e-42
PKHD1L1,-2.853515228,1.56350695904342e-42
DNAJA1,0.820242239,1.59334845257128e-42
ADH4,-3.404816601,1.62249108473036e-42
SRP9,0.855096622,1.63076802355022e-42
AC074117.1,1.075183016,1.66742883824281e-42
BCL9,1.151607574,1.78655468295563e-42
PDE9A-AS1,-2.777751661,1.91099491876833e-42
DKK3,-1.754832319,1.92552693764646e-42
SFPQ,0.620013733,1.94654722701576e-42
MAL2,1.535959074,1.94939944776438e-42
AOC1,2.425666555,1.956375347215e-42
TLR3,-1.583958553,2.00878480781194e-42
PSMC2,0.771027149,2.04180866161768e-42
BMP3,-3.876767688,2.06661704384471e-42
PNKD,1.059808909,2.14302174142312e-42
ABRAXAS1,-0.989995422,2.15951669622367e-42
PPP1R35,1.521586804,2.27557578916082e-42
GSTM3,-1.81879423,2.30937412981218e-42
PGP,1.38090698,2.31245333256551e-42
CRTAP,-1.278817948,2.32197961534552e-42
KDM5B,1.033446922,2.37644526519614e-42
CTU2,1.235875169,2.46315807841373e-42
DAAM2-AS1,-2.315312633,2.48582925309482e-42
KRT81,4.378419478,2.51296503323847e-42
MYOM2,-2.894585667,2.66287747552716e-42
TFRC,1.643992514,2.79766365805154e-42
MBOAT7,1.08046559,2.87991098552599e-42
UBAP1L,-1.466791665,2.99986490027742e-42
SRSF1,0.731395334,3.2970281035105e-42
SLC7A2,-2.622714889,3.3357210391053e-42
ZNF687,0.877677276,3.45466839072336e-42
MRPL11,0.997520605,3.52694705267863e-42
KDELR3,1.661457399,3.70601619502285e-42
LHFPL5,1.728664921,3.71394829481362e-42
ADPRS,1.023443112,3.72981574377e-42
MYO9B,0.810954074,3.78916356593459e-42
AARD,3.320492929,3.83261702076068e-42
PNPLA7,-1.802968965,3.91265170718316e-42
CPSF1,1.143951521,4.17375413818091e-42
MRPS21,1.187175143,4.35040473609349e-42
KRT86,3.010127551,4.35702720164375e-42
RPS10,1.425310851,4.3712176421129e-42
WDR12,0.841790586,4.39617436496376e-42
RAC3,1.819084527,4.73065493955052e-42
NUDT16,-0.895629487,4.78382326134881e-42
QPCTL,1.100745676,4.85302502791618e-42
SLC25A46,-0.866914576,4.9475398967473e-42
NFKB2,1.158888658,4.95603977982501e-42
CACNA2D1,-2.283373909,5.08042229698843e-42
PRRT4,-3.420218819,5.23035238509107e-42
GOLGA8R,-1.80078965,5.2724907368609e-42
SEPTIN3,2.545063679,5.55851548209761e-42
CCDC58,1.099226275,5.6412709256746e-42
NCBP2AS2,1.139874444,6.13086717574973e-42
KLHL4,-2.413075541,6.32306639699967e-42
CYP2U1-AS1,-1.883690896,6.50359872193311e-42
RBM38,1.473609843,6.66029953065731e-42
BID,0.983651074,6.85338829062051e-42
TTC9C,0.66667391,6.94436689637819e-42
SLC1A7,-2.519097319,7.11597493243823e-42
DTWD1,-0.823742636,7.4450323647264e-42
TESC,-2.289196992,7.98602002402399e-42
LMO4,1.592279898,8.21693637002308e-42
CBX1,0.900596438,9.50938066344363e-42
AC012676.1,1.70580224,9.73099583009676e-42
ATP6AP1,0.873366697,9.91505938387575e-42
NAT9,1.08411667,1.01204569832522e-41
PROS1,-1.615191637,1.04357247621003e-41
AC103706.1,1.705646619,1.06815368356101e-41
ATP5MF,1.328122443,1.10918441277275e-41
PSMB5,1.016124119,1.18774294204247e-41
KLHL38,2.743885471,1.23712739823935e-41
NELFCD,0.782120895,1.25707422841764e-41
HSD17B10,1.153039625,1.2574470747098e-41
TSBP1-AS1,-2.11764805,1.30961942850707e-41
SCUBE2,-2.922078576,1.34809946399053e-41
MAGI1,-1.17009763,1.37160926259472e-41
CMSS1,1.089044388,1.37590902871112e-41
CDH24,1.444984591,1.50653702878752e-41
CTU1,1.507745789,1.51516685389829e-41
UPK2,2.640663984,1.53501675938531e-41
DEDD,0.840342598,1.56159285515294e-41
FGF14,-1.808286296,1.57521242139074e-41
FCGR1A,2.079033446,1.58941578225597e-41
TMEM26,-2.321775507,1.63284998694185e-41
TOMM40L,0.966472337,1.6563998013642e-41
AL353804.1,-1.364085445,1.66955137218079e-41
AC009093.1,2.290037039,1.71875448647436e-41
PASK,1.117510242,1.74817837338519e-41
TAPT1-AS1,-1.312378832,1.8312901853597e-41
NKX1-2,3.367891956,1.84100457403324e-41
ATF3,-2.001321249,1.88020323487474e-41
BLOC1S3,0.868642821,1.88906336842395e-41
SLC25A44,0.711046983,2.00213570843111e-41
COPB2,0.757960446,2.02073942380955e-41
EIF3B,0.957556013,2.02555777734374e-41
MBLAC2,-0.985233693,2.02970783418636e-41
ALG6,0.929322691,2.04084924132461e-41
ATP5F1C,1.090813223,2.07285949467139e-41
NUBPL,-0.998876414,2.13525588661581e-41
FOXC1,1.874893972,2.25126462781343e-41
MED20,0.779173584,2.38999116952705e-41
ARL6IP1,0.963638925,2.58698914432307e-41
AC005154.2,-1.499673017,2.68003625691795e-41
IGSF9,2.22202717,2.70150577637823e-41
SLC27A1,-1.088921352,2.79496294530723e-41
TPRXL,2.675507569,2.80285399039238e-41
UNG,0.99456151,2.97362911927395e-41
ANKRD22,2.304974674,3.09070518423975e-41
SAMD5,-2.605014378,3.10412082631018e-41
RASGRF1,2.663833746,3.28380642520398e-41
MAN2B1,0.980756047,3.29201907935907e-41
KANK3,-2.033173203,3.38173210513213e-41
AC037459.2,-1.188157432,3.52274218510652e-41
ZEB1,-1.71614257,3.56392008633408e-41
SNX22,2.683622524,3.57790442248544e-41
GPR68,1.652475116,3.60359758338604e-41
LLGL2,1.572226117,3.64405813758489e-41
CDC14A,-1.426914294,3.7101623047129e-41
MRPL55,1.290807484,3.95867652196952e-41
EXOSC5,1.275726833,4.35445979775328e-41
SEPTIN9,1.02057126,4.36371774520588e-41
KHDC1,1.755249607,4.63632782318205e-41
CACNB3,1.329027414,4.63632782318205e-41
RAVER1,1.108371343,4.89589419319862e-41
SLC3A2,0.975337248,4.90656294236656e-41
CSAD,-1.394418463,5.04605088796348e-41
DCUN1D5,0.903728015,5.05524219733393e-41
SLC4A4,-2.86611266,5.08506471768343e-41
SPATA7,-0.800639979,5.11659501941365e-41
SET,0.772735693,5.64312245146691e-41
SLC6A17,2.860856397,5.77905327143332e-41
UBALD2,1.223551358,5.81847261334712e-41
BUB3,0.812302542,5.97594725641947e-41
STOML2,0.962801397,6.18700026080188e-41
GRM4,3.205083637,6.29172027174959e-41
CLDN11,-2.357540764,6.5869774048288e-41
PCSK5,-1.909422769,6.60313628418045e-41
KCNH2,2.893129771,6.72076451964292e-41
TPRG1,-2.217268459,7.06755112979948e-41
FBXL3,-0.98019374,7.07212179254624e-41
OPN3,1.461033748,7.41682929760298e-41
KBTBD3,-0.958170103,7.51045447166913e-41
HSPBP1,1.217157949,7.62350794092135e-41
RANBP17,1.447975731,7.74184106985574e-41
CPA4,2.560149629,7.84554371524753e-41
PPME1,0.760083759,7.84554371524753e-41
MAD2L1BP,0.748420968,8.12993846243488e-41
AP2S1,1.223255015,8.1808357562985e-41
HSD17B11,-1.46176397,8.19500647688389e-41
NCAPD3,1.045750183,9.01375053169227e-41
COPS5,0.819020308,9.38386924835038e-41
SPIRE2,1.537216182,9.51478150711066e-41
FAM83G,1.191846134,9.87334585224347e-41
ATP6V1F,1.176663908,1.01112774701896e-40
FILIP1L,-1.691262201,1.02425298611355e-40
AC027031.2,2.224086883,1.02425298611355e-40
LY6E,1.862951651,1.05701959510406e-40
MRPS30-DT,-2.136877488,1.06086384519519e-40
CXCR4,1.79264545,1.12124859342426e-40
LINC01415,-2.119019157,1.12408512225374e-40
CLEC14A,-1.650878027,1.13107183603501e-40
LINC01422,-1.763003677,1.14329561125898e-40
SOCS2,-1.895003336,1.19548890073874e-40
PLIN5,-2.955373901,1.3126309373036e-40
MYL3,-1.63265075,1.32200506340365e-40
C1orf174,0.65828345,1.34318209589848e-40
CAPS2,-1.275742726,1.36496607822203e-40
C1orf43,0.861400607,1.42085006443727e-40
SIRPG,2.3531372,1.46259509466224e-40
DOCK11,-2.11882622,1.48043878417186e-40
DLGAP2,-2.120291881,1.49177026812532e-40
FANCG,1.281817009,1.50465283566639e-40
C1orf74,1.428435075,1.52779542848932e-40
RNF114,0.63354665,1.55457674518744e-40
CYTOR,1.362710387,1.55471970758929e-40
EPDR1,-1.938647928,1.62205889771371e-40
ARL15,-1.13887815,1.6481424944458e-40
GABPB1-IT1,-0.986796273,1.6481424944458e-40
GALK1,1.431260051,1.66431989765328e-40
PSMB3,1.17571543,1.6790212242212e-40
TENT2,-0.648778182,1.77096975987468e-40
TSHZ1,-0.977266232,1.91336047559895e-40
OTUB1,0.836472419,1.94683907463986e-40
OTUD7A,-1.414684531,2.02673071224995e-40
NCLN,1.127342039,2.0410860999016e-40
LAMB2,-1.266624627,2.10894098634276e-40
DCAF15,0.902811789,2.12070999909211e-40
GALNT14,2.23699526,2.12744529909123e-40
OR2I1P,3.037518147,2.13195346982096e-40
HSPA6,2.06202726,2.17442760603363e-40
AL590617.2,1.351131941,2.31558909587746e-40
GNL3L,0.842588642,2.34177052669964e-40
ZNF175,-1.242298891,2.35321160277951e-40
UBL4A,0.970093114,2.41501673285707e-40
STXBP1,-1.509411004,2.4224392426598e-40
SRL,-2.188582069,2.48776291554331e-40
AFAP1L2,-1.390778459,2.511306939233e-40
MRPL36,1.129426717,2.67603430397534e-40
ISG20,1.630069965,2.73323030505954e-40
TFAP4,1.073208675,2.7656284474698e-40
POLR2D,0.818249739,2.79728941274643e-40
SHISAL1,3.058666819,2.86857310708654e-40
ADAMTS15,-2.508164604,2.9747469812682e-40
CRCP,0.603768701,3.04854630121458e-40
AC096733.2,-1.868900035,3.06689355880432e-40
ZBTB12,1.466328763,3.08763408004302e-40
DDX12P,1.513208705,3.14337655453814e-40
MAPKBP1,-0.964670969,3.2132941787493e-40
SPATA9,-1.981493453,3.24332804422287e-40
CAPG,1.441128765,3.40285040251832e-40
DIPK1A,-1.416040964,3.46143293794948e-40
NABP2,0.880850784,3.46226618563303e-40
CPEB3,-1.297928802,3.64325350839979e-40
HAPLN3,2.056449207,3.68759187307931e-40
CYBC1,0.982483914,3.84932458157311e-40
PAXX,1.473050432,3.88408652647924e-40
SUMO2,0.814868878,3.97578114893612e-40
POLR2G,0.754645398,4.10846212252927e-40
AP000766.1,-0.961955179,4.2444200164824e-40
IGHG2,3.410584302,4.35362417105261e-40
CALHM6,2.83278902,4.36667671243494e-40
CLDN5,-2.645660331,4.51705852781062e-40
EGR2,-2.113730552,4.59742138113198e-40
LTBP2,-1.431199187,4.62154958693678e-40
KIF13B,-1.368222736,4.85875700003011e-40
ECHDC2,-1.009812901,5.01997342746949e-40
PLEKHH2,-1.925177949,5.13759978499851e-40
EMG1,1.041976537,5.15536931392511e-40
LUZP2,-3.392611492,5.16208419196849e-40
NDN,-1.984864738,5.19085955571763e-40
PARS2,0.915679681,5.21343265592737e-40
GNG5,1.502789923,5.53360870569502e-40
SULF1,1.581279091,5.55298104707958e-40
LEPROT,-0.861623936,5.61054457825672e-40
MOSPD3,1.05474708,5.73033439856536e-40
FOXO4,-1.021658849,6.3336936421093e-40
TIMM50,1.020522788,6.38494683932113e-40
AC084198.2,-1.074073352,6.56323529054593e-40
DRC3,-1.328830393,6.93346421600775e-40
HOXB-AS1,-2.010581706,7.1015695266718e-40
TPI1P2,1.163585939,7.2701823266739e-40
EIF4G1,0.863643417,7.34563332730618e-40
SCML2,1.658679724,7.85818189367066e-40
CD6,1.819808886,8.12661039305535e-40
TMUB1,1.307692464,8.25769998981414e-40
TDRKH-AS1,1.537697986,8.28991531528995e-40
LINC02511,-3.427864855,8.59541986200977e-40
PDE7B,-1.706413162,8.60779873904198e-40
AL109615.2,2.487002166,8.91577706751969e-40
CLPTM1L,0.91916967,9.03820087719429e-40
POLD2,1.056074535,9.04692025776801e-40
TXNL4A,1.011932952,9.2101820604274e-40
EPCAM,2.155425532,1.04032005988304e-39
ANKLE1,2.074081565,1.04420634712321e-39
NOVA2,-1.541510977,1.04814557352957e-39
SLIT2,-1.712368381,1.05910903495452e-39
NXT1,1.035692605,1.16118103709998e-39
AC108673.2,1.939506766,1.22179351976733e-39
DCAF4,0.961978905,1.22555595674354e-39
CST6,2.958166528,1.23229988337727e-39
HOXD8,-1.648515941,1.24459970125363e-39
POLR3C,0.843875892,1.25908524001023e-39
STAT1,1.528753195,1.30655368512171e-39
SH3PXD2A-AS1,2.622990776,1.34496101957988e-39
RDH10,2.308736783,1.34903110747485e-39
LRR1,1.041742078,1.37258879067551e-39
SRSF2,0.689880761,1.38587697423522e-39
RAD51-AS1,-1.223528426,1.42425819840342e-39
GIMAP6,-1.551489021,1.4494770197273e-39
GPX7,1.426503839,1.45647424687957e-39
GIN1,-0.725657575,1.46496328251872e-39
KIAA1328,-0.77053435,1.46791944786927e-39
HLA-A,1.389443881,1.52563818615041e-39
ARPC4,0.991130508,1.55994837122531e-39
APCDD1,-1.72575135,1.57484005983326e-39
PIGC,0.937173366,1.57497219082774e-39
TMEM161A,1.080281193,1.62649067162968e-39
CLK1,-0.967049287,1.62836896422245e-39
SMYD3,1.093405621,1.67115896404299e-39
SPHK1,1.912885953,1.69354897966658e-39
SLC47A2,-1.976436956,1.77270005291456e-39
CA5BP1,1.075630171,1.90827509743024e-39
STK26,1.578928356,1.92894835636488e-39
MAGI2,-1.302633931,1.95418440599929e-39
RABL3,-0.872250238,1.96551533938865e-39
AC083798.2,-1.077664717,2.0097966400814e-39
ADSS2,0.928687677,2.02830478342709e-39
FBXO46,0.994797649,2.06633867974505e-39
CPB1,-4.470966591,2.07454440248159e-39
RASGRP1,1.862843222,2.13307453135787e-39
EGFLAM,-1.754067468,2.15924392888105e-39
AC024337.2,-2.019678986,2.16809929628234e-39
SLC35B2,1.02833382,2.23501450206833e-39
ESYT1,-1.116837964,2.2536700327467e-39
IDH2,1.616368861,2.26185315488685e-39
SCN3A,-2.693866453,2.31598100898287e-39
ST14,1.788895583,2.33379258673465e-39
AC009237.3,1.532404334,2.41504109219854e-39
SRPX,-2.045772718,2.42194520504855e-39
OSBPL3,1.249389475,2.44976058216671e-39
SELENOS,0.866378161,2.48163412975666e-39
ERBB4,-3.192326782,2.51819222863119e-39
KHDC4,0.913741106,2.54349029719597e-39
BOLA3,1.239875255,2.65332024543144e-39
DKK1,3.443687765,2.80546500476398e-39
AL031846.2,-1.623751346,2.87769140722439e-39
MRPL4,1.105288471,2.92149091701834e-39
SNX33,-0.898365095,2.9411895863586e-39
FAM131C,2.547219735,3.12117161636356e-39
ACTR2,0.771660257,3.13438842490763e-39
N4BP2L2,-0.849008056,3.19313583795572e-39
SNTB2,-1.086770275,3.27894164653339e-39
SLCO1C1,-2.341986604,3.30046905767171e-39
ABI3BP,-2.40547117,3.30178873573581e-39
AC108734.4,-2.78807108,3.33256474462001e-39
FKBP11,1.365898695,3.38960634566708e-39
MFSD3,1.519158295,3.38960634566708e-39
PHTF1,0.902388977,3.65472355910433e-39
MRPL18,0.889971693,3.65941698760141e-39
CALCR,-2.565659362,3.88083355933508e-39
USP5,1.03228448,3.90181776955861e-39
CLK2,0.787192035,3.92415695971356e-39
CDK4,0.901350077,4.13873975502683e-39
CHD9,-1.068366715,4.14885051138253e-39
CCT7,0.823459918,4.22240522232144e-39
GRASLND,1.985647284,4.366151860751e-39
AC008752.3,-1.217449288,4.52575504925755e-39
AC004160.1,-2.56187861,4.54146925947522e-39
LYRM7,-0.984402004,4.70453562560412e-39
C1QL4,3.103104705,4.71230321421308e-39
POU6F1,-0.995698549,4.71843157978777e-39
NOL11,0.798100202,5.04551097370368e-39
GLP2R,-3.28875329,5.34569777038382e-39
TIMP3,-1.723699056,5.34569777038382e-39
BPI,3.352043602,5.38961603431301e-39
GRHL3,2.314858849,5.55333633824389e-39
GDI2,0.907956624,5.7508870543264e-39
SLC16A2,-1.31159775,5.8614430651391e-39
ME2,1.024582406,6.00139716382643e-39
GORAB,0.895668741,6.21082533523432e-39
ACTB,0.91137207,6.33643229853058e-39
JHY,-1.40171337,6.58539754537683e-39
RAMP2-AS1,-2.195958301,6.63705419904346e-39
AC103718.1,3.13680502,6.66554243820632e-39
FRAT2,1.161545602,6.72844951633077e-39
H2BC6,2.179769571,7.09811003953763e-39
GORASP2,0.70080534,7.39828414894164e-39
TENM2,-2.761666109,7.61203651866184e-39
SCX,2.49421276,7.93101112651641e-39
AC073529.1,1.413483235,8.12611533563036e-39
GOT1,0.959310367,8.25596651411806e-39
RCN2,0.95622385,8.31201635487169e-39
AC124242.1,-1.338306759,8.5087392369382e-39
IL2RG,1.901017956,8.5161040937287e-39
SBF2,-1.134143245,8.97539432912755e-39
SNORD3A,2.719340146,9.30895636042821e-39
ATF6B,0.728354936,1.02912509583627e-38
SCRG1,3.461805987,1.03037768991975e-38
VSTM4,-1.812175181,1.03037768991975e-38
GLMN,0.890840329,1.06711835979211e-38
KIF3C,1.094425192,1.07131724363563e-38
AL121832.2,1.693014626,1.07373049554897e-38
NAA10,1.489288673,1.13601919488857e-38
PRELID1,1.119059401,1.16240217671203e-38
DOK3,1.443277668,1.20084981366381e-38
TRHDE,-3.884939843,1.21276632225945e-38
MMS22L,1.247006162,1.21431801569062e-38
MIR100HG,-1.661288388,1.21507567978567e-38
TRABD2B,-2.362458077,1.29634243797579e-38
SIK3,-0.77720208,1.3433412603058e-38
DCLRE1B,1.104020626,1.35453546412995e-38
HSPA12B,-1.71667135,1.35494366652688e-38
ITGA1,-1.444272143,1.38959098887549e-38
STARD8,-1.301952175,1.42863153860419e-38
YOD1,1.165312503,1.43053143198823e-38
MZT1,1.069259134,1.52745787137975e-38
GTSF1,2.930244348,1.53409652562679e-38
LNPEP,-1.141249955,1.67993478134249e-38
CEP250,0.972710741,1.75118122450462e-38
AC007938.3,-2.004110757,1.87017481660867e-38
AL844908.1,1.998537968,1.89624973199927e-38
THSD7B,-2.446302076,1.90419592621058e-38
C8G,1.666507054,1.94616870951773e-38
ZDHHC16,0.775453992,1.98419582510778e-38
PUM3,1.12903982,1.99185730403676e-38
C2CD2,-1.652378453,2.18578140903611e-38
H2BC20P,1.456186044,2.19023816391964e-38
LIG1,1.23361939,2.22995128745707e-38
YARS2,0.881865992,2.2339164944774e-38
MFAP5,-2.533835951,2.30155690542773e-38
CCHCR1,1.271900933,2.31590052193753e-38
NDUFAF6,0.941480453,2.35941797185683e-38
MPHOSPH8,-0.702529361,2.39346964144836e-38
IQCG,1.342006369,2.39429822241038e-38
EIF3L,-0.943866149,2.41031657709656e-38
EXOSC3,0.793206117,2.45664229922137e-38
ZYG11A,2.112830512,2.52730390174479e-38
IL32,1.968353571,2.59450271492627e-38
CEP70,0.944718499,2.59868453765659e-38
HSD17B4,-0.957828508,2.61809811063218e-38
SYNPO2L,-2.480360078,2.65583600769594e-38
SLC46A1,-1.093899794,2.68151757725047e-38
AL357556.3,1.338041504,2.7005318856216e-38
PSMD10,0.654831731,2.7072427546415e-38
SH3GL1,1.024977044,2.81181310076706e-38
RPL5P30,-1.40474215,2.8945311843461e-38
FFAR4,-2.140526594,2.98095197896259e-38
TAP2,1.378230847,3.24073655543245e-38
NIPSNAP1,1.140082334,3.30900618529317e-38
AC008764.6,1.27366738,3.42853112626922e-38
DPM1,0.680183547,3.64775429243166e-38
PSMD12,0.817478555,3.73416110404157e-38
CCNJ,1.000635118,3.96958312577171e-38
TMEM273,-1.594418586,4.11063740597354e-38
CHMP1A,0.842309901,4.35870328234071e-38
TNNT3,-3.159988782,4.45891669375577e-38
RAB11FIP2,-0.859043574,4.48899570139859e-38
IMPA2,1.683613826,4.6824299456137e-38
POLR2J,1.17032761,4.75308644705276e-38
TIGD3,1.925519189,4.80233567372006e-38
HAUS5,1.012929024,4.91901273937853e-38
ADIPOR1,0.757476453,4.94523048306959e-38
KTI12,0.864127144,5.06735108165678e-38
STS,-1.636413336,5.06774610206822e-38
ABHD17C,1.338739732,5.34899153975202e-38
RSPO4,2.930623004,5.40344370083364e-38
AC004585.1,2.506569573,5.87591485623537e-38
MYO3B,2.752634548,5.92147347977123e-38
ITPA,1.150919821,5.97721891657636e-38
MESP2,2.464120486,6.05204108120936e-38
ATG14,-0.722800614,6.16699995086379e-38
AC131206.1,2.769719809,6.184670693227e-38
MPLKIP,0.761515789,6.36658815668801e-38
PIGW,0.863662291,6.42286128585465e-38
NDUFB2-AS1,1.317875008,6.78006773418631e-38
SNCA,-1.68124775,7.33593182278057e-38
PDE6D,0.668166234,7.34181490126839e-38
SFXN1,0.882843843,7.91301851786878e-38
AC011447.3,2.191824932,7.99128723937629e-38
ZNF668,0.837707872,8.20029242915497e-38
NEDD9,-1.407973457,8.64165504279548e-38
SNRPB2,0.837694298,8.66052518784204e-38
MAFG-DT,1.664878522,8.67125514209498e-38
FAAP100,0.965587956,8.9530539300362e-38
CCSAP,1.058008322,9.43674768226311e-38
CLCN5,1.131647408,9.43949452455878e-38
HCFC1,0.667522068,9.77040704350774e-38
STRBP,0.99681268,1.01385718046263e-37
TAF4,0.668641172,1.0449033179571e-37
NPFFR1,2.230361401,1.04850789014524e-37
PPFIA4,1.99483179,1.08425976629181e-37
ORAI2,1.035547622,1.14899647086084e-37
PDE7A,1.331615787,1.16105883850334e-37
SMYD1,-3.640468947,1.18304359207917e-37
PARN,0.596822943,1.18807944651186e-37
EFCAB14,-0.762348476,1.19215297941013e-37
PAX5,3.197978488,1.21708173371725e-37
SLC25A16,-1.251395091,1.23670875043483e-37
SMIM10L2A,-1.871832897,1.27159276608563e-37
ALDH6A1,-1.515856878,1.27328611657357e-37
CLIC1,0.852661405,1.27328611657357e-37
GTPBP2,0.911781995,1.2796783966806e-37
ANKHD1-EIF4EBP3,-0.947068611,1.31985496733761e-37
NPHP3,-0.966596701,1.36390434565451e-37
AIMP2,1.028823588,1.37926069638986e-37
PCDHGA3,-2.049352019,1.42345966746818e-37
PSMC3IP,1.176346958,1.42937079791703e-37
XYLB,1.185828307,1.43282664648182e-37
CCDC86,1.037072215,1.45911051911088e-37
CYBA,1.714423696,1.51295989284446e-37
LIAS,-0.8734812,1.51560018098361e-37
TMEM165,0.892273285,1.6324905779581e-37
KLF3-AS1,-1.629747135,1.65904190610179e-37
RPGR,-0.921208773,1.65923804577718e-37
DCLRE1C,0.816912311,1.67683208810752e-37
VGLL1,3.464901238,1.72936332524837e-37
GABARAPL1,-1.224608825,1.75675591365523e-37
LINC00702,-2.142537586,1.82325622479384e-37
FARSB,0.774163155,1.83068856831435e-37
CFAP70,-1.757998008,1.89111367983421e-37
TMC2,-2.319747179,1.916026337177e-37
MTG2,0.918817944,1.92985858893584e-37
SPATA18,-1.702913528,1.93191952362431e-37
AP1S3,1.635341326,1.95908142174974e-37
ILK,-1.370506544,1.97294956641139e-37
CHD7,1.146627759,1.97318780034971e-37
DIRAS1,1.896827968,1.98910120878789e-37
RAB5IF,1.861561399,1.99957580899295e-37
IGFLR1,1.479850225,2.00439138591904e-37
GPS1,0.96606851,2.03207872239644e-37
AC008764.2,-1.181766777,2.13171442562762e-37
H2BC19P,1.401848065,2.13181984398563e-37
MEMO1P1,1.025098119,2.19083834556198e-37
DDX11,1.441540997,2.33085354695955e-37
