Gene,pval_adj_Single_cell,log2FoldChange,padj,Chromosome Position,Total_Mutations
SMS,0,1.474569664,2.89085975280344e-87,Xp22.11,3
UBE2B,0,-0.567150086,1.38976923027017e-21,5q31.1,1
NHP2,0,0.974318908,2.88509751849207e-27,5q35.3,2
PSMD7,0,0.540920304,3.37464436838979e-14,16q23.1,2
KRTCAP3,0,1.691491941,3.35405882433733e-26,2p23.3,1
DNAJC19,0,0.32982385,6.62237090971461e-08,3q26.33,3
DNMT1,0,1.617315701,1.3413658719839699e-80,19p13.2,13
B4GALT4,0,0.791273683,4.44420975806468e-51,3q13.32,4
PTGR1,0,-0.73679282,9.986941061943269e-18,9q31.3,2
FRG1,0,-0.156335316,0.021558544,4q35.2,5
TMEM50A,0,0.20958855,9.70386508285494e-05,1p36.11,2
PIM1,0,0.536041466,3.75352568204879e-05,6p21.2,2
DHCR7,0,1.903418882,5.70317189211387e-57,11q13.4,2
NUDT5,0,1.267181649,4.07836616732394e-71,10p14,2
MRPL13,0,1.459804054,2.8770740960192403e-105,8q24.12,2
PRPS2,0,1.403635697,5.02336383674166e-53,Xp22.2,5
PTTG1,0,4.210250829,4.57424846015371e-245,5q33.3,1
CRYAB,0,-1.207323529,2.19101556674539e-09,11q23.1,1
POLR2H,0,1.399104804,2.54781523435478e-97,3q27.1,1
NARS1,0,0.475417461,6.5916171376087e-14,18q21.31,4
EIF6,0,1.097256581,1.1502742831308502e-47,20q11.22,1
CDKN1A,0,-0.51157862,0.000738473,6p21.2,2
TMEM123,0,1.113077478,3.93102416453608e-31,11q22.2,1
COX17,0,0.704630181,2.06383306665543e-14,,1
THOC7,0,0.455343685,3.85925815969998e-12,3p14.1,1
ALG3,0,1.747042029,2.93566536485919e-121,3q27.1,2
APH1A,0,1.165912226,5.85450247352218e-90,1q21.2,3
COX6C,0,1.225636361,2.68376799286352e-32,8q22.2,1
SAA2,0,-1.891615181,4.69572452572193e-14,11p15.1,3
NUTF2,0,1.313667536,5.2791461341443e-61,16q22.1,2
PHLDA3,0,-0.647572274,1.0078402923286e-05,1q32.1,2
BUD31,0,0.836692967,2.05738016840555e-48,7q22.1,1
CTTN,0,0.585334424,2.13176343939937e-13,11q13.3,2
CYSTM1,0,-0.884300788,2.21202815556568e-18,5q31.3,1
RBM8A,0,0.890083782,3.30235786951848e-37,1q21.1,4
HNRNPA0,0,0.243075867,5.54369279882987e-06,5q31.2,1
TXNL1,0,0.341075349,5.61932282846492e-07,18q21.31,4
ECHS1,0,-0.418164879,0.000391995,10q26.3,3
MPG,0,0.53664844,1.08808368846717e-08,16p13.3,5
MRPL51,0,1.207615588,1.12093323792941e-44,12p13.31,3
PDXK,0,0.61962495,2.61045708698353e-08,21q22.3,1
CFDP1,0,0.6019976,2.99084369611489e-16,16q23.1,1
PDIA3,0,1.043690898,8.72312568436693e-48,15q15.3,2
ATP6AP1,0,0.873366697,9.915059383875747e-42,Xq28,4
NDUFS8,0,0.919729159,2.35179363623029e-17,11q13.2,2
MRPS5,0,0.825720232,1.1377197002659998e-44,2q11.1,3
SLC44A2,0,0.732687005,5.2394853480433e-21,19p13.2,7
YIF1A,0,1.188973951,8.967296194855719e-49,11q13.2,2
UBE2A,0,0.602595919,1.40788577592286e-24,Xq24,2
MEA1,0,1.10737707,9.58984373523373e-46,6p21.1,5
TALDO1,0,0.81813583,1.67299427234113e-21,11p15.5,1
CDC42EP1,0,0.9906377,9.831414849245041e-20,22q13.1,3
LSM2,0,1.324083059,1.11009732856424e-81,6p21.33,1
RTL8A,0,1.1373969,1.52299375225053e-48,Xq26.3,5
C12orf57,0,0.453883956,4.42439730928447e-05,12p13.31,1
MTHFD2,0,2.042330404,2.12878771657783e-125,2p13.1,4
CDC37,0,0.480219666,2.16114498411665e-09,19p13.2,4
F11R,0,1.440388745,5.49255798509246e-102,1q23.3,4
UAP1,0,0.84062119,4.86483428610651e-24,1q23.3,7
POLR2J,0,1.17032761,4.75308644705276e-38,7q22.1,3
MPLKIP,0,0.761515789,6.36658815668801e-38,7p14.1,1
HMGA1,0,2.698030786,4.1917529796016304e-151,6p21.31,1
DHRS1,0,-0.168300562,0.034812618,14q12,1
C1orf43,0,0.861400607,1.4208500644372696e-40,1q21.3,3
ARL6IP1,0,0.963638925,2.58698914432307e-41,16p12.3,1
NDUFB6,0,0.525500096,1.11610607115192e-13,9p21.1,2
CHCHD7,0,0.523797921,6.847783146285889e-11,8q12.1,1
EIF5B,0,0.842166896,1.05283287800799e-32,2q11.2,12
PDAP1,0,1.096188002,8.409116765137549e-49,7q22.1,2
HMGB3,0,3.038076995,4.20276821011458e-226,Xq28,4
UBE2D2,0,0.384614822,2.78539240366893e-15,5q31.2,3
FAM50A,0,1.097470798,6.025724611621871e-24,Xq28,1
PSAT1,0,2.78372698,8.49881235700876e-86,9q21.2,1
LLGL2,0,1.572226117,3.644058137584889e-41,17q25.1,3
CAMTA1,0,0.384721138,2.8240469168907703e-09,1p36.31-p36.23,10
KRT8,0,0.921402469,2.14298911913275e-08,12q13.13,1
SBSN,0,5.846668105,2.69508911189185e-57,19q13.12,1
NEDD8,0,0.47868882,4.1476720578265206e-09,14q12,1
PCCA,0,-1.317602143,6.47718157988406e-31,13q32.3,6
SDHB,0,0.264456228,0.000793444,1p36.13,1
HTATSF1,0,0.5991681,4.20879045720387e-16,Xq26.3,14
SERPINE2,0,2.357904645,2.28692633428648e-59,2q36.1,3
ANXA4,0,0.278977877,2.74180967084654e-05,2p13.3,4
GLRX3,0,0.797827886,4.75038591314826e-31,10q26.3,2
SERINC2,0,0.957024468,3.71171442873619e-10,1p35.2,1
MYO10,0,1.657366221,5.22218329078578e-63,5p15.1,25
CYB5A,0,-1.112644727,6.34128846421944e-14,18q22.3,3
MRPL55,0,1.290807484,3.95867652196952e-41,1q42.13,2
ANAPC11,0,1.408811918,6.981172533518531e-44,17q25.3,2
FN3KRP,0,0.580587832,2.7197831139506103e-15,17q25.3,3
UBE2T,0,3.98609617,1.03053537810716e-255,1q32.1,3
DDR1,0,0.677797554,1.24506422378958e-10,6p21.33,6
C1orf122,0,1.058929382,7.26287558703023e-29,1p34.3,1
PSIP1,0,0.565502121,5.478274083767781e-09,9p22.3,8
FDPS,0,1.101633319,1.22004139671579e-45,1q22,7
TMEM176A,0,0.494019156,6.67536355292313e-05,7q36.1,1
IER5,0,0.308096177,0.005705882,1q25.3,5
RAB7A,0,0.249736585,2.023105555986e-05,3q21.3,1
TRAPPC3,0,0.598365773,1.53234797395796e-25,1p34.3,2
GABRP,0,1.45507658,3.8708286691110414e-09,5q35.1,3
PSMA4,0,1.048848748,7.066988259210331e-61,15q25.1,1
RAB1A,0,0.511699895,2.97469471203656e-21,2p14,2
SNRPB2,0,0.837694298,8.660525187842042e-38,20p12.1,1
DNAJB11,0,1.429062118,3.76964745181144e-122,3q27.3,1
RAB13,0,1.082814457,2.43815565401093e-25,1q21.3,4
TFG,0,0.981265061,1.65908028197169e-59,3q12.2,5
TMED4,0,0.445764333,2.4922412036346402e-17,7p13,3
DSC3,0,0.700539683,0.004913381,18q12.1,6
PIN4,0,0.682640131,5.69418574786576e-20,Xq13.1,2
NDUFB9,0,1.418555037,4.25235799426541e-48,8q24.13,3
PSMD14,0,1.200950863,3.61841807212212e-82,2q24.2,2
TRPS1,0,0.755007411,6.25185360154818e-08,8q23.3,15
TIMMDC1,0,0.648886835,1.18166012134063e-29,3q13.33,3
CTSV,0,2.604628595,4.5225440700766005e-46,9q22.33,4
CUTA,0,1.073895795,7.79909908031825e-54,6p21.32,1
MRPL52,0,0.911385835,2.59028924503435e-27,14q11.2,3
VBP1,0,0.796943267,2.57879740162371e-28,Xq28,2
CENPM,0,3.45499546,5.87830113610066e-136,22q13.2,1
SELENOF,0,0.294954858,3.20219276520815e-08,,1
RALBP1,0,0.285430634,7.36178731499118e-05,18p11.22,4
KRT18,0,0.368096763,0.029135276,12q13.13,5
LMO7,0,0.994876587,7.90264376996222e-13,13q22.2,8
FAF1,0,0.568000551,1.16833749377336e-22,1p32.3,4
GARS1,0,1.48669286,4.08471672975047e-110,7p14.3,8
NDUFB10,0,0.579365075,4.06725553346368e-08,16p13.3,1
SMC4,0,2.162573522,6.39619578117996e-100,3q25.33,10
MKRN1,0,0.339151904,1.07627176053473e-11,7q34,2
GPC6,0,-0.609190049,0.000303002,13q31.3-q32.1,9
UCK2,0,1.056980029,4.74501617805854e-32,1q24.1,8
CCNB2,0,4.145594844,3.29983694494008e-255,15q22.2,1
ATAD2,0,2.544741664,1.53497621043792e-119,8q24.13,17
BUD23,0,1.122973121,4.17860081559999e-64,7q11.23,7
JPT2,0,0.96918324,2.8670969508382702e-46,16p13.3,1
FAM210B,0,-0.174732216,0.021583402,20q13.2,2
CP,0,1.769004732,1.9716732067230499e-13,3q24-q25.1,8
POLR2C,0,0.213289564,8.26266646771334e-06,16q21,2
DAP3,0,1.180199807,2.4395216697729505e-85,1q22,8
SSR3,0,0.381054716,7.0183760503116e-10,3q25.31,1
H2BC11,0,3.321907538,8.51858483703753e-87,6p22.1,2
CCT3,0,1.639256499,5.16279895303405e-136,1q22,8
KPNA2,0,2.83416214,1.05929919213336e-225,17q24.2,6
CTSB,0,0.901907966,2.61153926586161e-19,8p23.1,3
POP7,0,1.549187975,3.68571364013676e-83,7q22.1,1
RRP1,0,1.700013069,4.7273285605602e-67,21q22.3,6
COX7A2L,0,0.366348804,7.579256499987089e-11,2p21,1
NDUFV1,0,0.43680856,2.74467653478471e-06,11q13.2,3
KNOP1,0,1.159811346,1.89975051945615e-72,16p12.3,1
HELLS,0,2.262288087,2.04447040874193e-87,10q23.33,3
MRPL32,0,0.41192522,1.82904865211704e-10,7p14.1,2
P4HA2,0,0.813393876,7.239553344507561e-20,5q31.1,3
DEFB1,0,0.54971366,0.026857563,8p23.1,2
SRD5A3,0,0.993006019,1.19453058594473e-20,4q12,1
APEX1,0,0.512369348,3.0197382211337597e-16,14q11.2,4
PQBP1,0,0.736571712,5.74960125771007e-17,Xp11.23,6
PDCD10,0,0.851188356,4.30748238911021e-46,3q26.1,4
TRAM1,0,0.576107609,1.4210707417834e-15,8q13.3,4
EIF3H,0,0.611988918,7.59474831184549e-20,8q23.3-q24.11,3
RRP7A,0,1.035022571,9.75207270635056e-26,22q13.2,1
TUBA1B,0,1.064807836,2.18303091233919e-52,12q13.12,4
RASD1,0,-1.415949321,2.16886216206109e-13,17p11.2,2
DNAJC8,0,0.183931213,0.000414386,1p35.3,2
ADGRG1,0,0.994428202,1.2606628064559e-24,16q21,3
DNAJC9,0,1.448359575,3.5495168119592096e-80,10q22.2,6
CUL4A,0,0.472765384,5.763776171924571e-10,13q34,5
CCL20,0,4.309461352,8.556439060726951e-76,,4
IDO1,0,4.144751224,3.18721311242274e-64,8p11.21,1
GUK1,0,1.139329437,5.43164346126779e-32,1q42.13,2
UQCRC2,0,-0.362176952,1.02213320140194e-06,16p12.2,4
ZCCHC17,0,0.584389691,2.67877900310852e-21,1p35.2,1
BCAR3,0,-0.490263467,5.85494878761763e-06,1p22.1,9
SGCE,0,-0.535073158,1.46438988206724e-07,7q21.3,6
XRCC6,0,0.56675016,9.00933549692536e-32,22q13.2,5
CDCA4,0,1.991609193,1.94696349479666e-121,14q32.33,3
USF2,0,0.648014982,1.04429501844754e-15,19q13.12,1
GOLGA7,0,0.320704711,0.000205721,8p11.21,1
SF3B6,0,1.115641296,2.09710525451198e-55,2p23.3,2
UQCRFS1,0,0.412045091,1.17912685045132e-05,19q12,2
ALDH16A1,0,0.697289272,6.00569093165441e-11,19q13.33,4
ZCRB1,0,0.177554218,0.002453555,12q12,2
RRP1B,0,0.977447239,3.13039467205893e-60,21q22.3,2
RNPEP,0,0.868905564,2.72313669552929e-32,1q32.1,3
TMEM9,0,0.992827696,6.0087914189385695e-34,1q32.1,1
LRRC42,0,1.045703721,1.9370682232384398e-55,1p32.3,5
COMMD1,0,0.389081269,7.02673740142188e-08,2p15,1
UBE2L3,0,0.484474415,1.7384943518980401e-15,22q11.21,2
HNRNPK,0,0.349651195,2.1737939980724e-29,9q21.32,7
KHDRBS1,0,0.433466256,2.81344986655582e-25,1p35.2,4
IMP3,0,0.328814862,1.03234558271046e-06,15q24.2,1
PRDX4,0,1.585719497,2.58091129660379e-87,Xp22.11,2
SSB,0,0.478419267,2.1152280062240305e-14,2q31.1,4
ARMC10,0,0.651812946,1.9528922746667199e-28,7q22.1,2
NDUFB5,0,0.218038632,0.006277219,3q26.33,3
CCT7,0,0.823459918,4.22240522232144e-39,2p13.2,3
LIF,0,0.613778985,0.002948934,22q12.2,3
PTEN,0,-1.050378299,6.06384013670939e-32,10q23.31,52
LSM4,0,1.810853072,1.1018286213697799e-100,19p13.11,2
SNRPD2,0,0.899743588,1.36363449860184e-27,19q13.32,3
PLPP2,0,1.301141535,2.52644992525367e-20,19p13.3,2
SSPN,0,-1.643612746,2.80596707724401e-52,12p12.1,1
NPM3,0,1.724811654,4.49394939976461e-44,10q24.32,2
KLF10,0,-1.280075983,6.728815118148711e-35,8q22.3,5
TM7SF3,0,0.72422767,1.41685897904972e-13,12p11.23,7
FOXC2,0,2.15290034,1.16352893688821e-24,16q24.1,1
PBK,0,4.147093941,5.42822005847035e-171,8p21.1,4
FAM162A,0,0.803442546,2.21644054348553e-17,3q21.1,3
CCNL1,0,-0.429133273,8.64797948675091e-09,3q25.31,2
MRPL3,0,1.157280201,4.06490066409208e-62,3q22.1,3
ATP5PO,0,0.370896274,8.23130650595913e-05,21q22.11,1
GSPT1,0,0.308847913,1.58570260896247e-06,16p13.13,7
KAZN,0,0.170171634,0.048185566,1p36.21,5
ACAT2,0,1.23693794,8.147229567935998e-35,6q25.3,3
H1-2,0,1.609846219,2.68010589978892e-19,6p22.2,7
CSRP2,0,0.895662524,4.71171527695667e-12,12q21.2,1
H3-3B,0,0.187518037,0.00398352,17q25.1,1
CD47,0,0.215092714,0.00895099,3q13.12,5
ERLEC1,0,0.188463789,0.000447179,2p16.2,3
KARS1,0,0.59489786,3.26058930679241e-21,16q23.1,1
TIMM44,0,1.1206976,1.11655919925528e-43,19p13.2,5
URI1,0,0.606377547,1.64075154266552e-18,19q12,6
DHPS,0,0.442747544,0.00053511,19p13.13,5
NDUFB1,0,0.274637668,0.002946961,14q32.12,1
SH3GLB1,0,-0.600779221,8.80972045200164e-16,1p22.3,3
CENPW,0,3.18977323,1.2030876551505796e-158,6q22.32,1
PCID2,0,0.448759121,1.61025009624784e-09,13q34,6
MCM3,0,1.583427508,4.28773638222689e-114,6p12.2,5
CCDC25,0,-0.436880238,2.92269997270619e-12,8p21.1,2
CDKN3,0,3.657934873,1.8057282120911e-213,14q22.2,1
SQOR,0,0.406629334,1.87519254988104e-05,15q21.1,3
SH3YL1,0,0.355706221,0.001742407,2p25.3,1
TRA2B,0,0.370949587,7.96993543425995e-21,3q27.2,7
AK3,0,-0.844407015,1.83635379056878e-21,9p24.1,2
PTPRF,0,0.424806299,2.96171018421044e-06,1p34.2,15
PCBD1,0,0.344212908,0.0002824,10q22.1,1
VDAC3,0,0.820207863,6.51361457734208e-18,8p11.21,1
CFAP20,0,0.459784959,1.16634737984837e-16,16q21,2
KRT7,0,1.034857952,6.9870370008465906e-09,12q13.13,3
DBI,0,0.661703826,1.17749769738541e-08,2q14.2,1
RBBP7,0,0.774289889,7.624379867453401e-46,Xp22.2,3
UBE2V2,0,0.969876507,5.221499224790979e-43,8q11.21,2
VGLL1,0,3.464901238,1.72936332524837e-37,Xq26.3,3
DNTTIP1,0,0.952888811,1.8692312355573704e-31,20q13.12,3
MED10,0,0.459911239,2.12256374335056e-10,5p15.31,1
RPA3,0,0.729633705,2.07747265766095e-24,7p21.3,2
BRD4,0,0.699997008,5.05310992127079e-43,19p13.12,4
CDK1,0,3.841999427,2.1880545876061e-244,10q21.2,4
TAF12,0,0.519561241,2.57268127771541e-18,1p35.3,1
PDIA4,0,1.679009853,6.52585116160844e-102,7q36.1,4
PHB2,0,0.700927767,6.549105018722831e-15,12p13.31,3
GRTP1,0,0.957633575,2.56928056479218e-18,13q34,3
KLK10,0,2.073303219,1.37682547033441e-14,19q13.41,1
MCTS1,0,0.386791406,5.40889841095863e-13,Xq24,1
KCNG1,0,4.414410056,6.13739472788451e-90,20q13.13,6
PUM3,0,1.12903982,1.99185730403676e-38,9p24.2,5
CNIH1,0,-0.249428979,8.53147679077182e-05,14q22.2,1
SQLE,0,2.630363818,5.5923343059722796e-92,8q24.13,3
NELFE,0,0.819718301,2.14516629551839e-36,6p21.33,1
SLC25A4,0,-0.473852233,1.1655208005706502e-09,4q35.1,3
NANS,0,0.790840379,4.24889953854803e-31,9q22.33,1
PPP1R35,0,1.521586804,2.27557578916082e-42,7q22.1,2
TM2D3,0,0.194053717,0.00295881,15q26.3,2
ERO1A,0,1.244744495,9.54535985610488e-31,14q22.1,4
TOMM22,0,0.790198826,1.57370434754625e-34,22q13.1,1
SCD,0,-2.118797789,4.64888922800927e-21,10q24.31,3
COPS6,0,0.59390944,6.31175232968738e-18,7q22.1,3
LMAN1,0,0.464829828,4.36232832423784e-10,18q21.32,5
PDHA1,0,0.384975538,5.37609310059046e-05,Xp22.12,4
RAB40B,0,0.216687939,0.011219273,17q25.3,1
RPN1,0,1.229732509,1.24826404006183e-81,3q21.3,4
HSP90AB1,0,0.891705916,1.35407739165809e-43,6p21.1,10
MYBL2,0,4.987455627,1.3946604559607999e-214,20q13.12,5
PSMD2,0,1.084465355,4.6814226174732895e-48,3q27.1,3
SLC10A3,0,0.926312483,2.1399310579513e-35,Xq28,5
SYAP1,0,0.44356121,6.6786349212337895e-12,Xp22.2,3
MALSU1,0,0.633458144,1.6407561570811e-15,7p15.3,2
MCM7,0,1.667723617,6.40692930679685e-100,7q22.1,9
ALDH9A1,0,-0.255853185,0.007868155,1q24.1,5
DLX5,0,4.387018118,9.27244608355508e-85,7q21.3,4
UFD1,0,0.814292161,5.26585404724467e-47,22q11.21,2
PDLIM1,0,-0.945983794,7.09108976843286e-21,10q23.33,3
GJB5,0,1.99421392,6.007173952375941e-15,1p34.3,2
PCNA,0,1.90904027,4.14929045937648e-172,20p12.3,2
SRSF4,0,0.255452821,4.2083553530134e-07,1p35.3,3
SNAPIN,0,0.335833285,4.81196209269414e-07,1q21.3,2
NCK1,0,0.14621394,0.036174237,3q22.3,3
HPF1,0,0.211157979,0.002421958,4q33,2
TMEM41A,0,0.857410163,2.42640088780206e-49,3q27.2,2
LYPLA1,0,0.82110919,8.91142720206064e-22,8q11.23,1
SEC62,0,-0.376697201,8.47335096589153e-09,3q26.2,3
CCT8,0,1.021438821,4.08780863569746e-64,21q21.3,4
PRDX3,0,-0.271245898,0.000643161,10q26.11,1
TRIR,0,0.797871181,2.62951908770284e-23,19p13.13,1
SLC39A1,0,1.816969722,6.68777973889911e-55,1q21.3,3
MMADHC,0,0.219921662,8.9714523589887e-05,2q23.2,1
SERBP1,0,0.66696782,8.78070629735286e-29,1p31.3,2
SSR4,0,1.371543433,2.1867930512748402e-45,Xq28,3
NUDT8,0,0.754489789,1.83690238541948e-06,11q13.2,1
IDH3G,0,0.664995964,6.38584139031366e-18,Xq28,2
NUCKS1,0,0.5099148,1.55070038000312e-14,1q32.1,3
YTHDF2,0,0.433023955,7.921072879550251e-17,1p35.3,2
ARF4,0,0.657264841,1.67495589706142e-26,3p14.3,1
OAT,0,0.344308707,4.70262950742499e-05,10q26.13,1
RPN2,0,1.051858973,2.22021143840365e-59,20q11.23,1
SYPL1,0,-0.137378694,0.041846421,7q22.3,1
CMAS,0,1.113045764,3.40714147328114e-49,12p12.1,7
TPM4,0,0.586269245,2.9975502781843804e-17,19p13.12-p13.11,2
FGL2,0,-1.027475898,5.14815662445208e-13,7q11.23,6
PLAAT3,0,-2.3011851,9.5466499374317e-43,11q12.3-q13.1,1
SERPINH1,0,1.629748163,1.1272397643142e-51,11q13.5,1
UGP2,0,-0.583361087,6.42010045232604e-08,2p15,5
EIF3I,0,0.516203795,1.65464550663138e-14,1p35.2,8
CHMP4C,0,1.35933306,1.4813058112407002e-20,8q21.13,1
IGFBP5,0,-1.056709791,2.3022864105701e-13,2q35,3
HDAC2,0,1.406776714,7.41067601733467e-73,6q21,4
SOD1,0,0.599455426,1.44479829148593e-13,21q22.11,2
BRK1,0,0.216771633,0.001753511,3p25.3,1
PRDX2,0,0.531314376,5.03391431405003e-10,19p13.13,1
ETFB,0,-0.424466046,0.002737791,19q13.41,4
HOOK2,0,-0.573977964,6.48250224002095e-10,19p13.13,7
LMO4,0,1.592279898,8.216936370023079e-42,1p22.3,2
CDK4,0,0.901350077,4.13873975502683e-39,12q14.1,1
ACTL6A,0,1.483549941,7.6239474098809e-98,3q26.33,3
PIGP,0,-0.217054575,0.008601544,21q22.13,1
H3-3A,0,1.157836188,1.10274286755505e-55,1q42.12,3
CALML5,0,3.645880279,7.01897734837388e-29,10p15.1,2
ATP5F1C,0,1.090813223,2.07285949467139e-41,10p14,4
TTYH1,0,1.699370141,2.94346043120366e-13,19q13.42,3
HMGN1,0,1.104375286,3.0218675765364903e-47,21q22.2,2
SEC61B,0,0.853288955,3.5791191299659304e-35,9q22.33,1
S100A1,0,1.826398194,3.71446652873136e-18,1q21.3,1
ILF2,0,1.718419385,6.765462770526059e-140,1q21.3,7
PRDX1,0,1.2808663,1.40256821161384e-74,1p34.1,2
RPL18,0,0.371584494,0.000484646,,2
NACA,0,-0.215559781,0.003310294,12q13.3,6
CDC123,0,1.434234419,3.8665914316955203e-91,10p14-p13,5
RBP1,0,1.8490994,3.0453611610487703e-25,3q23,4
COPE,0,1.318977344,4.55486121086636e-47,19p13.11,3
NDUFA4L2,0,1.435171915,1.9542681032887098e-12,12q13.3,2
UTP11,0,0.889309459,8.15266080623687e-33,1p34.3,2
RPS14,0,-0.226835875,0.015035986,5q33.1,1
NPM1,0,0.649564172,2.17808629769032e-17,5q35.1,1
HSPD1,0,1.06991633,1.42243541238209e-51,2q33.1,8
PDIA6,0,1.349614185,1.14158741741797e-70,2p25.1,1
NEBL,0,-0.311039138,0.043048973,10p12.31,8
CBR1,0,0.822171687,3.9526450686113503e-19,21q22.12,1
NDUFB3,0,0.605795706,1.26767048655051e-13,2q33.1,1
CNPY2,0,0.486961985,4.1195769749795e-09,12q13.3,4
DSP,0,0.905086919,4.61555649120905e-09,6p24.3,19
ATP5PF,0,0.3331849,0.000445286,21q21.3,2
TBCA,0,0.394615047,1.39409735909342e-09,5q14.1,2
DCUN1D5,0,0.903728015,5.05524219733393e-41,11q22.3,1
CHCHD2,0,1.049471393,1.9847331381173497e-30,7p11.2,2
RACK1,0,-0.19592531,0.02671928,5q35.3,7
S100A13,0,0.331918354,0.003189729,1q21.3,1
GFUS,0,1.96149782,4.9226172210961095e-82,8q24.3,3
POLR1D,0,0.410708373,1.35126141968637e-10,13q12.2,2
RAD23A,0,0.447352089,3.92208685781131e-07,19p13.13,2
CYC1,0,1.19676087,4.55880083154135e-30,8q24.3,2
VCAN,0,1.133186839,7.1166081090707e-14,5q14.2-q14.3,19
PPA1,0,0.338434864,3.08393036707901e-06,10q22.1,3
TTC3,0,-0.260727128,0.000416542,21q22.13,11
PSMB4,0,1.549714707,2.09828799522876e-94,1q21.3,1
CRABP1,0,2.968214675,3.4231789516042103e-25,15q25.1,1
EIF4A2,0,-0.312793716,2.77678655016616e-07,3q27.3,13
MRPS15,0,0.855693229,2.21831468065937e-17,1p34.3,1
GMPS,0,1.287703868,3.06571295742529e-79,3q25.31,4
BEX3,0,0.511630245,2.14946225422714e-07,Xq22.2,3
PRPF31,0,0.900474132,9.15511507363197e-25,19q13.42,1
TUBA1C,0,2.019030961,8.8672793370015e-146,12q13.12,7
RAB10,0,0.555110627,4.39316901495299e-22,2p23.3,2
PERP,0,0.814971763,5.10434146021277e-12,6q23.3,2
KRT14,0,-0.8372036,0.008922182,17q21.2,4
REXO2,0,0.482405221,2.44252234087206e-12,11q23.2,3
SF3A3,0,0.673279516,6.751907577648169e-30,1p34.3,4
UBXN4,0,0.160367655,0.006489544,2q21.3,2
FIBP,0,0.834219429,1.03830176563212e-32,11q13.1,3
MEAF6,0,0.322110508,2.91497321369032e-08,1p34.3,2
CKS1B,0,1.811088559,7.03219693582523e-105,1q21.3,1
NECTIN4,0,1.724772962,3.80263254408804e-25,1q23.3,3
NASP,0,1.287111023,5.37204575675035e-65,1p34.1,6
NAP1L1,0,0.185858621,0.005561439,12q21.2,4
RBM42,0,1.041585896,9.27297944376909e-32,19q13.12,6
SHKBP1,0,1.130375584,3.48592267673571e-43,19q13.2,3
CD79A,0,2.072824729,6.35712273934273e-18,19q13.2,2
HLA-DQA1,0,1.494615913,1.03465945747324e-25,6p21.32,1
PTTG1IP,0,0.796667893,6.8265736121354e-36,21q22.3,1
HDDC2,0,0.528308554,4.58033168155724e-13,6q22.31,3
KXD1,0,0.594820506,2.79754156282761e-21,19p13.11,3
KIT,0,-1.845369258,8.130172074697931e-21,4q12,10
TSC22D3,0,-1.44974674,8.70709302905705e-27,Xq22.3,6
RPS21,0,0.683003859,2.08596363465983e-12,20q13.33,1
BCL2L12,0,1.939386206,1.03940044854753e-103,19q13.33,2
LGALS3,0,-0.69031742,2.18057456476673e-10,14q22.3,1
CD9,0,0.894831123,2.73833636040533e-21,12p13.31,2
MT1X,0,-0.895963798,1.4932118297436902e-09,,1
CST3,0,-0.903247328,9.51479454212644e-15,20p11.21,2
TXN,0,1.429010023,3.94663960347088e-52,9q31.3,1
GSTP1,0,1.02612108,7.12636116269331e-24,11q13.2,2
UBA52,0,0.560804403,8.875390108811329e-12,19p13.11,2
RPL24,0,0.2790192,0.001776057,3q12.3,1
BHLHE40,0,-0.634855341,2.29147391826827e-07,3p26.1,2
ZC3H15,0,0.638707434,1.1914683911242599e-28,2q32.1,6
SRP72,0,0.592906634,8.08843497093403e-16,4q12,1
ACTG1,0,0.909740978,2.2136372459882305e-45,17q25.3,7
RPS2,0,0.766118515,7.50250382704223e-13,16p13.3,1
HSPB1,0,0.653236099,4.7140614356142e-05,7q11.23,1
HES1,0,0.243454691,0.028936145,3q29,1
YBX3,0,0.248003289,0.00694812,12p13.2,1
EEF1A1,0,-0.420699936,5.042645370746441e-10,6q13,9
RPL8,0,0.875916074,7.95599860193141e-17,8q24.3,2
TSEN34,0,1.136440239,1.1629145802144e-63,19q13.42,2
MS4A1,0,3.010731853,1.5713560352772e-29,11q12.2,2
CD37,0,1.271876919,1.49151811193746e-19,19q13.33,1
FAU,0,0.452115217,4.99216768283185e-06,11q13.1,1
APP,0,0.361463361,0.000432124,21q21.3,10
LMNA,0,0.428873836,6.78904488609101e-05,1q22,3
KDELR1,0,0.748890487,2.7604532843168703e-32,19q13.33,2
SLC25A6,0,0.2508584,0.027552013,X;Y,3
HLA-DQB1,0,1.521035657,1.19570393697369e-22,6p21.32,1
ENAH,0,1.045357502,9.18422020460338e-36,1q42.12,8
CHCHD1,0,0.93520345,1.2190467891307e-32,10q22.2,1
MLF2,0,1.253339165,1.15815403989249e-59,12p13.31,1
PSMA3,0,0.714600244,7.42619430306072e-25,14q23.1,4
PPA2,0,0.167079839,0.009034036,4q24,2
ATP5PB,0,0.354767918,9.7232606580078e-09,1p13.2,4
RFC4,0,2.163596004,1.53560424231823e-147,3q27.3,6
NET1,0,0.765837127,1.5966619390210201e-15,10p15.1,4
ATG101,0,0.79005454,2.83898540576967e-17,12q13.13,3
DNASE2,0,0.978136172,1.75736412986153e-50,19p13.13,2
CLTA,0,0.78195801,3.97238021803477e-31,9p13.3,1
LRATD1,0,1.562112548,4.98928355195788e-21,2p24.3,2
RHOBTB3,0,-1.204489617,1.70502411510073e-20,5q15,6
MPC2,0,0.501120071,5.43116766740475e-08,1q24.2,2
